Date,equity
2024-09-17,1.2330852215988575
2024-09-18,1.2308544191695858
2024-09-19,1.2310340612007313
2024-09-20,1.2314531855068833
2024-09-23,1.2315175702870236
2024-09-24,1.2319339574755532
2024-09-25,1.2315526421545724
2024-09-26,1.2312743287609662
2024-09-27,1.2327642811259372
2024-09-30,1.2316714026211422
2024-10-01,1.2331020071218166
2024-10-02,1.2315120378467586
2024-10-03,1.2301317304196113
2024-10-04,1.2282665041424508
2024-10-07,1.2294755535421587
2024-10-08,1.228898583049342
2024-10-09,1.2299085271184584
2024-10-10,1.2301665501003678
2024-10-11,1.2311283624428728
2024-10-14,1.231193438461825
2024-10-15,1.2309786940168654
2024-10-16,1.230964630781744
2024-10-17,1.2310342070371052
2024-10-18,1.2314194380309684
2024-10-21,1.2317813834780127
2024-10-22,1.2318865970155364
2024-10-23,1.232408059476563
2024-10-24,1.2317591629368885
2024-10-25,1.232747685482098
2024-10-28,1.2331349232600013
2024-10-29,1.2333238997875362
2024-10-30,1.2332730844097937
2024-10-31,1.2335193907395552
2024-11-01,1.2349322644345289
2024-11-04,1.233103934661642
2024-11-05,1.2329264721538733
2024-11-06,1.2340972719904102
2024-11-07,1.2317344134606507
2024-11-08,1.2310130321407726
2024-11-11,1.2311176910742752
2024-11-12,1.23187414841288
2024-11-13,1.2332047523439411
2024-11-14,1.2327314803339102
2024-11-15,1.2332686116283615
2024-11-18,1.2330149503157348
2024-11-19,1.2330128114121022
2024-11-20,1.23336690097819
2024-11-21,1.2335976503262382
2024-11-22,1.2340066751496621
2024-11-25,1.232017090201786
2024-11-26,1.2320162457535293
2024-11-27,1.2323798942937878
2024-11-29,1.2326463248768114
2024-12-02,1.2330237452057562
2024-12-03,1.2329814709773599
2024-12-04,1.232976344455622
2024-12-05,1.2331122367518346
2024-12-06,1.2336487533270326
2024-12-09,1.2337898863973418
2024-12-10,1.2342260863683108
2024-12-11,1.2347799552267134
2024-12-12,1.2362980433722315
2024-12-13,1.2387084987260255
2024-12-16,1.2384454180738553
2024-12-17,1.2381833020173307
2024-12-18,1.24028400456436
2024-12-19,1.2422475924989158
2024-12-20,1.2421675761673387
2024-12-23,1.2437982785846622
2024-12-24,1.2435711018390667
2024-12-26,1.2437563260827267
2024-12-27,1.2456892163567574
2024-12-30,1.2437819724312535
2024-12-31,1.2452317715694246
2025-01-02,1.245019367551958
2025-01-03,1.2459712688041191
2025-01-06,1.2465976864620751
2025-01-07,1.2490111125881018
2025-01-08,1.2491923585415599
2025-01-10,1.2517203690961147
2025-01-13,1.2518209810742793
2025-01-14,1.2523629631158029
2025-01-15,1.248267192109525
2025-01-16,1.247854654939789
2025-01-17,1.2483681723676379
2025-01-21,1.2475372933999649
2025-01-22,1.2478946453975084
2025-01-23,1.2481257239489751
2025-01-24,1.2481823176611033
2025-01-27,1.245304962778649
2025-01-28,1.245352351989493
2025-01-29,1.2457467770356139
2025-01-30,1.2456993252470925
2025-01-31,1.2462349671077018
2025-02-03,1.246365313847319
2025-02-04,1.2460918622496602
2025-02-05,1.2457194042564232
2025-02-06,1.2460214286552331
2025-02-07,1.2462503217926941
2025-02-10,1.2463412731476418
2025-02-11,1.246489877114962
2025-02-12,1.246882706662748
2025-02-13,1.2454110430512801
2025-02-14,1.2453117582119522
2025-02-18,1.245826057658228
2025-02-19,1.2457677600498163
2025-02-20,1.2458510428140261
2025-02-21,1.2460133147222874
2025-02-24,1.2461817101348385
2025-02-25,1.2462322143338798
2025-02-26,1.246886966605604
2025-02-27,1.2463450599190864
2025-02-28,1.2470312882708938
2025-03-03,1.2475996130709952
2025-03-04,1.2467087170145135
2025-03-05,1.2467756116380795
2025-03-06,1.247071574668827
2025-03-07,1.2479087371512356
2025-03-10,1.2460527261910628
2025-03-11,1.2466794823433878
2025-03-12,1.247530375339473
2025-03-13,1.2467995489954748
2025-03-14,1.2470385489030527
2025-03-17,1.2472884504109765
