Date,strategy,benchmark
2007-01-03,0.0,0.0
2007-01-04,0.0,0.0036289196160013137
2007-01-05,0.0,-0.0032543950827972346
2007-01-08,0.0,0.0007256832932827084
2007-01-09,0.0,-0.00024191587927124836
2007-01-10,0.0,-0.0016913841896559756
2007-01-11,0.0,-0.0026631216563973714
2007-01-12,0.0,-0.0020631358582268167
2007-01-16,0.0,0.0019455970054749194
2007-01-17,0.0,-0.0019425607267179457
2007-01-18,0.0,0.0013388808899872373
2007-01-19,0.0,-0.0015801508531597674
2007-01-22,0.0,0.001826022195182686
2007-01-23,0.0,-0.002914603692251827
2007-01-24,0.0,0.0001213720202741797
2007-01-25,0.0,-0.0038967521038859587
2007-01-26,0.0,-0.00012160794688509391
2007-01-29,0.0,-0.0007345176608839488
2007-01-30,0.0,0.0009784070856799776
2007-01-31,0.0,0.0036679610214722658
2007-02-01,0.0,-0.0007210883746265884
2007-02-02,0.0,0.0008559515591290978
2007-02-05,0.0,0.0011003864336318614
2007-02-06,0.0,0.002807884552309403
2007-02-07,0.0,0.0021918278093313592
2007-02-08,0.0,0.00024323387909963579
2007-02-09,0.0,-0.0030372072864583988
2007-02-12,0.0,-0.0013393477910217388
2007-02-13,0.0,-0.0007327280362598998
2007-02-14,0.0,0.005737780694886174
2007-02-15,0.0,0.0015792712830136058
2007-02-16,0.0,0.0010900173591259499
2007-02-20,0.0,0.001210794271461868
2007-02-21,0.0,-0.00012159544708956194
2007-02-22,0.0,-0.002539239360374368
2007-02-23,0.0,0.004001434993305075
2007-02-26,0.0,0.0031387577928667643
2007-02-27,0.0,0.008427391958617747
2007-02-28,0.0,-0.0034619706775596004
2007-03-01,0.0,0.0009012574729265754
2007-03-02,0.0,0.0032429895621122196
2007-03-05,0.0,0.0005976306667168085
2007-03-06,0.0,-0.0013155262064911133
2007-03-07,0.0,0.0017965795009864394
2007-03-08,0.0,-0.00011983281726157813
2007-03-09,0.0,-0.005619541358194979
2007-03-12,0.0,0.0027654967329988622
2007-03-13,0.0,0.004437576002210619
2007-03-14,0.0,-0.0013144609757491654
2007-03-15,0.0,-0.0010752483841899307
2007-03-16,0.0,-0.00011972972303808671
2007-03-19,0.0,-0.0013169668110711852
2007-03-20,0.0,0.0014376602116410453
2007-03-21,0.0,0.0014366854250671413
2007-03-22,0.0,-0.0033453058159816917
2007-03-23,0.0,-0.0015599810305608752
2007-03-26,0.0,0.0008413918754972549
2007-03-27,0.0,-0.00024038277790616736
2007-03-28,0.0,-0.00012022028783986727
2007-03-29,0.0,-0.001439321290536033
2007-03-30,0.0,-0.001203278249507611
2007-04-02,0.0,0.0011131630046683494
2007-04-03,0.0,-0.0008462155957782436
2007-04-04,0.0,0.001570277567784606
2007-04-05,0.0,-0.0025320758641735885
2007-04-09,0.0,-0.004593653105427031
2007-04-10,0.0,0.002063092230609742
2007-04-11,0.0,-0.0012114987627153129
2007-04-12,0.0,0.0009716654777554012
2007-04-13,0.0,-0.0016981044977237847
2007-04-16,0.0,0.001093259553910375
2007-04-17,0.0,0.004246042132691752
2007-04-18,0.0,0.0022949210871738845
2007-04-19,-5.9844049571244894e-05,-0.00012011389040300635
2007-04-20,-0.0006171978298784353,-0.0010849430333879084
2007-04-23,-0.000887561979104338,0.0020507442516990437
2007-04-24,0.0016816055057292348,0.001927917430695203
2007-04-25,-0.0017749501687373275,-0.0006007247195316534
2007-04-26,-0.0037599479390590766,-0.002886374794807689
2007-04-27,-0.00014641204989215663,-5.102515736599145e-07
2007-04-30,-0.0005833794879111866,0.004341222604214545
2007-05-01,0.00042215097780418196,4.9498224450772454e-05
2007-05-02,-0.0007399036548299844,-0.001205389030255799
2007-05-03,-0.0013190800034064635,-0.0010869513880084058
2007-05-04,0.0019074889073665631,0.0025374278426457675
2007-05-07,0.0015973650143549978,0.0008434750475412311
2007-05-08,-0.0005964843013322712,5.799667592842894e-07
2007-05-09,-0.0027850393945908327,-0.0032515092538717427
2007-05-10,0.0022681607389712453,0.0025370478297011
2007-05-11,-0.0020263422382918415,-0.0020486895866368426
2007-05-14,-0.0015799417715305019,-0.001449145350281844
2007-05-15,-9.369593172750811e-05,-0.00012012440520214884
2007-05-16,-0.0007012089178124592,-0.0006056453603473511
2007-05-17,-0.0015177211416198544,-0.0026610486301992253
2007-05-18,-0.0017560288103052324,-0.0029127929201760994
2007-05-21,0.0007442717612049954,0.0013378616909924812
2007-05-22,-0.001322505124829887,-0.0027942615462756004
2007-05-23,-0.001049567730816925,-0.001949379810488483
2007-05-24,0.0007840981106143508,0.0013433906049697963
2007-05-25,-0.00036163391315113813,-0.0010979968824993414
2007-05-29,-0.0013369804364921412,-0.002075155083575031
2007-05-30,0.0007137635088603434,0.00097849628114699
2007-05-31,-0.00036981891127511044,-0.00036619113323022034
2007-06-01,-0.0022649370374228984,-0.004308609431598942
2007-06-04,0.0009581561007427242,0.0016033710858600614
2007-06-05,-0.001863318893617105,-0.0032003541401496305
2007-06-06,0.0007102919843066768,0.0004932595146998064
2007-06-07,-0.005380049874334735,-0.009995754376037946
2007-06-08,0.0010914019808814011,0.0018696085049807465
2007-06-11,-0.0011814784129212774,-0.0026129106436788563
2007-06-12,-0.003993270212892497,-0.0071108192624317335
2007-06-13,0.0018833501167206945,0.003266804559738601
2007-06-14,0.00021215023408976963,0.00024992561558834225
2007-06-15,0.002779794199833985,0.004382666043009742
2007-06-18,-0.000205891655841639,-0.0004991155406504078
2007-06-19,0.002958768498125708,0.0048651606646539225
